,job_id,inferred,type
1540,3693046572,0,Dental insurance
1541,3693046572,0,401k
1542,3693046574,1,Medical insurance
1543,3693046574,1,Dental insurance
1544,3693046574,1,Vision insurance
1545,3693046574,1,401k
1546,3693046591,0,Medical insurance
1547,3693046591,0,Vision insurance
1548,3693046591,0,Dental insurance
1549,3693046595,1,401k
1550,3693046605,0,Medical insurance
1551,3693046605,0,Vision insurance
1552,3693046605,0,Dental insurance
1553,3693046605,0,401k
1554,3693046605,0,Paid maternity leave
1555,3693046605,0,Paid paternity leave
1556,3693046605,0,Commuter benefits
1557,3693046605,0,Tuition assistance
1558,3693046605,0,Disability insurance
1559,3693046648,0,Medical insurance
1560,3693046648,0,Vision insurance
1561,3693046648,0,Dental insurance
1562,3693046648,0,401k
1563,3693046675,0,Medical insurance
1564,3693046675,0,Vision insurance
1565,3693046675,0,Dental insurance
1566,3693046675,0,401k
1567,3693046675,0,Paid maternity leave
1568,3693046675,0,Tuition assistance
1569,3693046675,0,Disability insurance
1570,3693046687,1,Vision insurance
1571,3693046687,1,401k
1572,3693046691,1,401k
1573,3693046691,1,Vision insurance
1574,3693046691,1,Disability insurance
1575,3693046701,0,Medical insurance
1576,3693046701,0,Vision insurance
1577,3693046701,0,Dental insurance
1578,3693046701,0,401k
1579,3693046701,0,Disability insurance
1580,3693046738,0,Medical insurance
1581,3693046738,0,Vision insurance
1582,3693046738,0,Dental insurance
1583,3693046738,0,401k
1584,3693046775,0,Medical insurance
1585,3693046775,0,Vision insurance
1586,3693046775,0,Dental insurance
1587,3693046775,0,401k
1588,3693046775,0,Paid paternity leave
1589,3693046775,0,Paid maternity leave
1590,3693046775,0,Disability insurance
1591,3693046775,0,Tuition assistance
1592,3693046791,0,Medical insurance
1593,3693046791,0,Vision insurance
1594,3693046791,0,Dental insurance
1595,3693046791,0,401k
1596,3693046799,0,Medical insurance
1597,3693046799,0,Vision insurance
1598,3693046799,0,Dental insurance
1599,3693046799,0,401k
1600,3693046799,0,Child care support
1601,3693046799,0,Paid maternity leave
1602,3693046799,0,Paid paternity leave
1603,3693046799,0,Disability insurance
1604,3693046800,0,Medical insurance
1605,3693046800,0,Vision insurance
1606,3693046800,0,Dental insurance
1607,3693046800,0,401k
1608,3693046800,0,Paid maternity leave
1609,3693046800,0,Paid paternity leave
1610,3693046802,1,401k
1611,3693046808,1,Vision insurance
1612,3693046813,1,401k
1613,3693046813,1,Vision insurance
1614,3693046815,0,Medical insurance
1615,3693046815,0,Vision insurance
1616,3693046815,0,Dental insurance
1617,3693046815,0,401k
1618,3693046815,0,Paid maternity leave
1619,3693046815,0,Paid paternity leave
1620,3693046815,0,Disability insurance
1621,3693046816,1,401k
1622,3693046816,1,Disability insurance
1623,3693046824,0,Medical insurance
1624,3693046824,0,Vision insurance
1625,3693046824,0,Dental insurance
1626,3693046824,0,401k
1627,3693046824,0,Disability insurance
1628,3693046843,1,401k
1629,3693046873,0,Medical insurance
1630,3693046873,0,Vision insurance
1631,3693046873,0,Dental insurance
1632,3693046873,0,401k
1633,3693046909,1,401k
1634,3693046927,1,Medical insurance
1635,3693046931,1,401k
1636,3693046947,1,401k
1637,3693046979,0,Dental insurance
1638,3693046979,0,401k
1639,3693046979,0,Vision insurance
1640,3693047061,0,Medical insurance
1641,3693047061,0,Vision insurance
1642,3693047061,0,Dental insurance
1643,3693047061,0,401k
1644,3693047061,0,Paid paternity leave
1645,3693047061,0,Disability insurance
1646,3693047061,0,Commuter benefits
1647,3693047067,0,Medical insurance
1648,3693047067,0,Vision insurance
1649,3693047067,0,Dental insurance
1650,3693047067,0,Commuter benefits
1651,3693047077,0,Medical insurance
1652,3693047077,0,401k
1653,3693047077,0,Vision insurance
1654,3693047077,0,Dental insurance
1655,3693047077,0,Paid maternity leave
1656,3693047077,0,Paid paternity leave
1657,3693047097,1,401k
1658,3693047100,1,401k
1659,3693047100,1,Disability insurance
1660,3693047106,1,401k
1661,3693047106,1,Disability insurance
1662,3693047121,0,Medical insurance
1663,3693047121,0,Vision insurance
1664,3693047121,0,Dental insurance
1665,3693047121,0,401k
1666,3693047125,1,Dental insurance
1667,3693047125,1,401k
1668,3693047132,1,401k
1669,3693047132,1,Dental insurance
1670,3693047132,1,Medical insurance
1671,3693047132,1,Vision insurance
1672,3693047146,0,Medical insurance
1673,3693047146,0,Vision insurance
1674,3693047146,0,Dental insurance
1675,3693047146,0,401k
1676,3693047146,0,Disability insurance
1677,3693047170,0,Medical insurance
1678,3693047170,0,Vision insurance
1679,3693047170,0,Dental insurance
1680,3693047170,0,401k
1681,3693047172,0,Medical insurance
1682,3693047172,0,Dental insurance
1683,3693047172,0,Vision insurance
1684,3693047189,0,Medical insurance
1685,3693047189,0,Vision insurance
1686,3693047189,0,Dental insurance
1687,3693047189,0,401k
1688,3693047211,1,401k
1689,3693047211,1,Medical insurance
1690,3693047224,1,Medical insurance
1691,3693047224,1,401k
1692,3693047228,1,401k
1693,3693047234,0,Medical insurance
1694,3693047234,0,Vision insurance
1695,3693047234,0,Dental insurance
1696,3693047234,0,401k
1697,3693047234,0,Paid paternity leave
1698,3693047234,0,Paid maternity leave
1699,3693047234,0,Disability insurance
1700,3693047234,0,Commuter benefits
1701,3693047263,1,401k
1702,3693047273,0,Medical insurance
1703,3693047273,0,Vision insurance
1704,3693047273,0,Dental insurance
1705,3693047273,0,401k
1706,3693047273,0,Disability insurance
1707,3693047277,1,401k
1708,3693047277,1,Medical insurance
1709,3693047277,1,Vision insurance
1710,3693047277,1,Dental insurance
1711,3693047277,1,Disability insurance
1712,3693047284,1,Disability insurance
1713,3693047288,0,Medical insurance
1714,3693047288,0,401k
1715,3693047310,0,Medical insurance
1716,3693047310,0,Dental insurance
1717,3693047310,0,401k
1718,3693047310,0,Tuition assistance
1719,3693047313,1,Vision insurance
1720,3693047313,1,401k
1721,3693047316,1,Vision insurance
1722,3693047316,1,Disability insurance
1723,3693047327,0,Medical insurance
1724,3693047327,0,Vision insurance
1725,3693047327,0,Dental insurance
1726,3693047327,0,401k
1727,3693047327,0,Disability insurance
1728,3693047342,0,Medical insurance
1729,3693047342,0,Vision insurance
1730,3693047342,0,Dental insurance
1731,3693047342,0,401k
1732,3693047353,0,Medical insurance
1733,3693047353,0,Dental insurance
1734,3693047353,0,401k
1735,3693047363,1,401k
1736,3693047363,1,Commuter benefits
1737,3693047363,1,Disability insurance
1738,3693047412,0,Medical insurance
1739,3693047412,0,Vision insurance
1740,3693047412,0,Dental insurance
1741,3693047412,0,401k
1742,3693047412,0,Paid paternity leave
1743,3693047412,0,Paid maternity leave
1744,3693047465,0,Medical insurance
1745,3693047465,0,Vision insurance
1746,3693047465,0,Dental insurance
1747,3693047465,0,401k
1748,3693047496,0,Medical insurance
1749,3693047496,0,Dental insurance
1750,3693047496,0,401k
1751,3693047496,0,Disability insurance
1752,3693047496,0,Vision insurance
1753,3693047516,1,401k
1754,3693047516,1,Tuition assistance
1755,3693047537,1,Dental insurance
1756,3693047551,1,Dental insurance
1757,3693047596,1,401k
1758,3693047596,1,Vision insurance
1759,3693047617,1,Medical insurance
1760,3693047619,0,Medical insurance
1761,3693047619,0,Vision insurance
1762,3693047619,0,Dental insurance
1763,3693047619,0,401k
1764,3693047619,0,Disability insurance
1765,3693047624,0,Medical insurance
1766,3693047624,0,Vision insurance
1767,3693047624,0,Dental insurance
1768,3693047624,0,401k
1769,3693047626,1,Pension plan
1770,3693047630,0,Medical insurance
1771,3693047630,0,Vision insurance
1772,3693047630,0,Dental insurance
1773,3693047630,0,401k
1774,3693047630,0,Commuter benefits
1775,3693047630,0,Paid paternity leave
1776,3693047630,0,Paid maternity leave
1777,3693047631,1,Medical insurance
1778,3693047681,1,401k
1779,3693047689,0,Medical insurance
1780,3693047689,0,Vision insurance
1781,3693047689,0,Dental insurance
1782,3693047689,0,401k
1783,3693047689,0,Paid maternity leave
1784,3693047689,0,Tuition assistance
1785,3693047689,0,Disability insurance
1786,3693047691,1,Disability insurance
1787,3693047691,1,401k
1788,3693047697,0,Medical insurance
1789,3693047697,0,Vision insurance
1790,3693047697,0,Dental insurance
1791,3693047697,0,401k
1792,3693047697,0,Paid paternity leave
1793,3693047697,0,Paid maternity leave
1794,3693047730,0,401k
1795,3693047735,0,Medical insurance
1796,3693047735,0,Vision insurance
1797,3693047735,0,Dental insurance
1798,3693047735,0,401k
1799,3693047735,0,Paid paternity leave
1800,3693047735,0,Paid maternity leave
1801,3693047738,0,Medical insurance
1802,3693047738,0,Vision insurance
1803,3693047738,0,Dental insurance
1804,3693047738,0,401k
1805,3693047744,0,Medical insurance
1806,3693047744,0,Vision insurance
1807,3693047744,0,401k
1808,3693047744,0,Dental insurance
1809,3693047744,0,Pension plan
1810,3693047744,0,Paid maternity leave
1811,3693047744,0,Paid paternity leave
1812,3693047744,0,Tuition assistance
1813,3693047744,0,Disability insurance
1814,3693047791,0,Medical insurance
1815,3693047791,0,Vision insurance
1816,3693047791,0,Dental insurance
1817,3693047791,0,401k
1818,3693047810,0,Medical insurance
1819,3693047810,0,Vision insurance
1820,3693047810,0,Dental insurance
1821,3693047810,0,401k
1822,3693047820,1,Vision insurance
1823,3693047821,1,401k
1824,3693047821,1,Vision insurance
1825,3693047825,0,Medical insurance
1826,3693047825,0,Vision insurance
1827,3693047825,0,Dental insurance
1828,3693047825,0,401k
1829,3693047848,1,401k
1830,3693047861,0,Vision insurance
1831,3693047861,0,Medical insurance
1832,3693047861,0,Dental insurance
1833,3693047866,1,401k
1834,3693047866,1,Vision insurance
1835,3693047894,0,Medical insurance
1836,3693047894,0,Vision insurance
1837,3693047894,0,Dental insurance
1838,3693047894,0,401k
1839,3693047898,0,Medical insurance
1840,3693047898,0,Vision insurance
1841,3693047898,0,Dental insurance
1842,3693047898,0,401k
1843,3693047898,0,Paid paternity leave
1844,3693047898,0,Tuition assistance
1845,3693047898,0,Disability insurance
1846,3693047909,0,Medical insurance
1847,3693047909,0,401k
1848,3693047909,0,Dental insurance
1849,3693047909,0,Vision insurance
1850,3693047923,1,401k
1851,3693047923,1,Medical insurance
1852,3693047923,1,Dental insurance
1853,3693047935,0,Medical insurance
1854,3693047935,0,Vision insurance
1855,3693047935,0,Dental insurance
1856,3693047935,0,Pension plan
1857,3693047935,0,Paid maternity leave
1858,3693047935,0,Paid paternity leave
1859,3693047935,0,Commuter benefits
1860,3693047935,0,Disability insurance
1861,3693047941,0,Medical insurance
1862,3693047941,0,Vision insurance
1863,3693047941,0,Dental insurance
1864,3693047941,0,401k
1865,3693047941,0,Paid maternity leave
1866,3693047941,0,Disability insurance
1867,3693047968,1,401k
1868,3693047976,0,401k
1869,3693047976,0,Dental insurance
1870,3693047976,0,Vision insurance
1871,3693047976,0,Medical insurance
1872,3693047976,0,Tuition assistance
1873,3693047990,1,401k
1874,3693047990,1,Vision insurance
1875,3693047992,0,Medical insurance
1876,3693047992,0,Vision insurance
1877,3693047992,0,Dental insurance
1878,3693047992,0,401k
1879,3693048012,0,Medical insurance
1880,3693048012,0,Pension plan
1881,3693048012,0,Vision insurance
1882,3693048012,0,Dental insurance
1883,3693048012,0,401k
1884,3693048012,0,Tuition assistance
1885,3693048022,0,Medical insurance
1886,3693048022,0,Vision insurance
1887,3693048022,0,Dental insurance
1888,3693048022,0,401k
1889,3693048025,1,Medical insurance
1890,3693048027,1,401k
1891,3693048029,0,Medical insurance
1892,3693048029,0,Vision insurance
1893,3693048029,0,Dental insurance
1894,3693048029,0,401k
1895,3693048029,0,Paid paternity leave
1896,3693048029,0,Paid maternity leave
1897,3693048029,0,Disability insurance
1898,3693048056,0,401k
1899,3693048056,0,Vision insurance
1900,3693048056,0,Medical insurance
1901,3693048056,0,Dental insurance
1902,3693048064,0,Medical insurance
1903,3693048064,0,Vision insurance
1904,3693048064,0,Dental insurance
1905,3693048064,0,401k
1906,3693048068,0,Medical insurance
1907,3693048068,0,Vision insurance
1908,3693048068,0,Dental insurance
1909,3693048068,0,401k
1910,3693048068,0,Paid paternity leave
1911,3693048068,0,Paid maternity leave
1912,3693048068,0,Commuter benefits
1913,3693048068,0,Disability insurance
1914,3693048087,1,Vision insurance
1915,3693048102,0,Medical insurance
1916,3693048102,0,401k
1917,3693048102,0,Vision insurance
1918,3693048102,0,Dental insurance
1919,3693048102,0,Paid maternity leave
1920,3693048102,0,Disability insurance
1921,3693048116,1,401k
1922,3693048181,0,Vision insurance
1923,3693048181,0,Dental insurance
1924,3693048181,0,Medical insurance
1925,3693048189,1,401k
1926,3693048192,1,Disability insurance
1927,3693048195,1,Tuition assistance
1928,3693048210,0,Medical insurance
1929,3693048210,0,Disability insurance
1930,3693048210,0,Tuition assistance
1931,3693048210,0,Vision insurance
1932,3693048210,0,Dental insurance
1933,3693048210,0,401k
1934,3693048218,0,Medical insurance
1935,3693048218,0,401k
1936,3693048222,0,Medical insurance
1937,3693048222,0,Vision insurance
1938,3693048222,0,Dental insurance
1939,3693048222,0,Disability insurance
1940,3693048229,0,Medical insurance
1941,3693048229,0,Vision insurance
1942,3693048229,0,Dental insurance
1943,3693048229,0,401k
1944,3693048246,0,Medical insurance
1945,3693048246,0,Vision insurance
1946,3693048246,0,Dental insurance
1947,3693048246,0,401k
1948,3693048250,0,Medical insurance
1949,3693048250,0,Vision insurance
1950,3693048250,0,Dental insurance
1951,3693048250,0,Pension plan
1952,3693048250,0,Tuition assistance
1953,3693048253,0,Medical insurance
1954,3693048253,0,Vision insurance
1955,3693048253,0,Dental insurance
1956,3693048253,0,401k
1957,3693048265,0,Medical insurance
1958,3693048265,0,Vision insurance
1959,3693048265,0,Dental insurance
1960,3693048265,0,401k
1961,3693048265,0,Paid maternity leave
1962,3693048265,0,Paid paternity leave
1963,3693048265,0,Disability insurance
1964,3693048269,0,Medical insurance
1965,3693048269,0,Vision insurance
1966,3693048269,0,401k
1967,3693048281,0,Medical insurance
1968,3693048281,0,Vision insurance
1969,3693048281,0,Dental insurance
1970,3693048281,0,401k
1971,3693048281,0,Paid maternity leave
1972,3693048281,0,Paid paternity leave
1973,3693048281,0,Disability insurance
1974,3693048282,1,Medical insurance
1975,3693048287,0,Medical insurance
1976,3693048287,0,Vision insurance
1977,3693048287,0,Dental insurance
1978,3693048287,0,401k
1979,3693048287,0,Paid paternity leave
1980,3693048287,0,Paid maternity leave
1981,3693048287,0,Tuition assistance
1982,3693048319,0,Medical insurance
1983,3693048319,0,Vision insurance
1984,3693048319,0,Dental insurance
1985,3693048319,0,Tuition assistance
1986,3693048319,0,Disability insurance
1987,3693048319,0,Commuter benefits
1988,3693048354,1,Vision insurance
1989,3693048354,1,Disability insurance
1990,3693048354,1,401k
1991,3693048357,0,Medical insurance
1992,3693048357,0,Vision insurance
1993,3693048357,0,Dental insurance
1994,3693048357,0,401k
1995,3693048357,0,Disability insurance
1996,3693048367,0,Medical insurance
1997,3693048367,0,Vision insurance
1998,3693048367,0,Dental insurance
1999,3693048367,0,401k
2000,3693048367,0,Paid maternity leave
2001,3693048367,0,Paid paternity leave
2002,3693048367,0,Disability insurance
2003,3693048367,0,Tuition assistance
2004,3693048369,1,Commuter benefits
2005,3693048372,0,Medical insurance
2006,3693048372,0,401k
2007,3693048372,0,Paid maternity leave
2008,3693048372,0,Paid paternity leave
2009,3693048372,0,Tuition assistance
2010,3693048372,0,Pension plan
2011,3693048377,0,Medical insurance
2012,3693048377,0,Vision insurance
2013,3693048377,0,Dental insurance
2014,3693048377,0,401k
2015,3693048377,0,Tuition assistance
2016,3693048383,1,Dental insurance
2017,3693048383,1,Medical insurance
2018,3693048383,1,Vision insurance
2019,3693048387,0,Medical insurance
2020,3693048387,0,Vision insurance
2021,3693048387,0,Dental insurance
2022,3693048387,0,Tuition assistance
2023,3693048387,0,Disability insurance
2024,3693048387,0,Commuter benefits
2025,3693048448,1,Vision insurance
2026,3693048448,1,401k
2027,3693048466,0,Medical insurance
2028,3693048466,0,Vision insurance
2029,3693048466,0,Dental insurance
2030,3693048466,0,Student loan assistance
2031,3693048466,0,Tuition assistance
2032,3693048466,0,Disability insurance
2033,3693048466,0,401k
2034,3693048472,0,Medical insurance
2035,3693048472,0,Vision insurance
2036,3693048472,0,Dental insurance
2037,3693048473,1,401k
2038,3693048477,1,401k
2039,3693048477,1,Dental insurance
2040,3693048477,1,Medical insurance
2041,3693048477,1,Vision insurance
2042,3693048494,0,Medical insurance
2043,3693048494,0,Vision insurance
2044,3693048494,0,Dental insurance
2045,3693048494,0,401k
2046,3693048494,0,Paid maternity leave
2047,3693048494,0,Child care support
2048,3693048494,0,Commuter benefits
2049,3693048494,0,Tuition assistance
2050,3693048494,0,Disability insurance
2051,3693048496,0,Medical insurance
2052,3693048496,0,Vision insurance
2053,3693048496,0,Dental insurance
2054,3693048496,0,401k
2055,3693048501,1,401k
2056,3693048506,0,Medical insurance
2057,3693048506,0,Vision insurance
2058,3693048506,0,Dental insurance
2059,3693048506,0,401k
2060,3693048506,0,Disability insurance
2061,3693048506,0,Commuter benefits
2062,3693048506,0,Paid maternity leave
2063,3693048506,0,Student loan assistance
2064,3693048512,0,Medical insurance
2065,3693048512,0,Vision insurance
2066,3693048512,0,Dental insurance
2067,3693048512,0,401k
2068,3693048524,0,Medical insurance
2069,3693048524,0,Vision insurance
2070,3693048524,0,Dental insurance
2071,3693048524,0,Disability insurance
2072,3693048543,1,401k
2073,3693048543,1,Vision insurance
2074,3693048544,1,401k
2075,3693048544,1,Disability insurance
2076,3693048550,1,Disability insurance
2077,3693048550,1,401k
2078,3693048570,0,Medical insurance
2079,3693048570,0,Vision insurance
2080,3693048570,0,Dental insurance
2081,3693048570,0,401k
2082,3693048600,1,Disability insurance
2083,3693048603,0,Medical insurance
2084,3693048603,0,Vision insurance
2085,3693048603,0,Dental insurance
2086,3693048603,0,401k
2087,3693048603,0,Paid maternity leave
2088,3693048603,0,Paid paternity leave
2089,3693048603,0,Disability insurance
2090,3693048645,0,Medical insurance
2091,3693048645,0,Vision insurance
2092,3693048645,0,Dental insurance
2093,3693048645,0,401k
2094,3693048645,0,Commuter benefits
2095,3693048645,0,Tuition assistance
2096,3693048645,0,Disability insurance
2097,3693048657,0,Medical insurance
2098,3693048657,0,Dental insurance
2099,3693048657,0,401k
2100,3693048657,0,Vision insurance
2101,3693048676,0,Medical insurance
2102,3693048676,0,Vision insurance
2103,3693048676,0,Dental insurance
2104,3693048676,0,401k
2105,3693048677,0,Medical insurance
2106,3693048677,0,Vision insurance
2107,3693048677,0,Dental insurance
2108,3693048677,0,401k
2109,3693048684,1,401k
2110,3693048686,0,Medical insurance
2111,3693048686,0,Vision insurance
2112,3693048686,0,Dental insurance
2113,3693048686,0,401k
2114,3693048695,1,401k
2115,3693048709,1,Vision insurance
2116,3693048709,1,401k
2117,3693048709,1,Disability insurance
2118,3693048715,0,Medical insurance
2119,3693048715,0,Vision insurance
2120,3693048715,0,Dental insurance
2121,3693048715,0,401k
2122,3693048715,0,Paid maternity leave
2123,3693048715,0,Commuter benefits
2124,3693048715,0,Disability insurance
2125,3693048722,0,Medical insurance
2126,3693048722,0,Vision insurance
2127,3693048722,0,Dental insurance
2128,3693048722,0,401k
2129,3693048722,0,Paid maternity leave
2130,3693048722,0,Paid paternity leave
2131,3693048722,0,Tuition assistance
2132,3693048722,0,Student loan assistance
2133,3693048732,1,401k
2134,3693048732,1,Medical insurance
2135,3693048732,1,Vision insurance
2136,3693048732,1,Dental insurance
2137,3693048738,0,Medical insurance
2138,3693048738,0,Vision insurance
2139,3693048738,0,Dental insurance
2140,3693048738,0,401k
2141,3693048759,1,Medical insurance
2142,3693048761,0,Medical insurance
2143,3693048761,0,Vision insurance
2144,3693048761,0,Dental insurance
2145,3693048761,0,401k
2146,3693048801,1,Dental insurance
2147,3693048801,1,Medical insurance
2148,3693048801,1,Vision insurance
2149,3693048805,1,401k
2150,3693048805,1,Vision insurance
2151,3693048809,1,Medical insurance
2152,3693048809,1,Dental insurance
2153,3693048835,1,401k
2154,3693048836,1,401k
2155,3693048860,1,Medical insurance
2156,3693048872,0,Medical insurance
2157,3693048872,0,Vision insurance
2158,3693048872,0,Dental insurance
2159,3693048872,0,401k
2160,3693048872,0,Tuition assistance
2161,3693048872,0,Disability insurance
2162,3693048882,1,401k
2163,3693048892,0,Medical insurance
2164,3693048892,0,Vision insurance
2165,3693048892,0,Dental insurance
2166,3693048892,0,Paid maternity leave
2167,3693048898,0,Medical insurance
2168,3693048898,0,Vision insurance
2169,3693048898,0,Dental insurance
2170,3693048898,0,401k
2171,3693048900,1,401k
2172,3693048900,1,Commuter benefits
2173,3693048905,1,Vision insurance
2174,3693048923,1,401k
2175,3693048924,1,401k
2176,3693048924,1,Dental insurance
2177,3693048924,1,Medical insurance
2178,3693048946,1,401k
2179,3693048948,0,Medical insurance
2180,3693048948,0,Vision insurance
2181,3693048948,0,Dental insurance
2182,3693048948,0,Paid paternity leave
2183,3693048948,0,Paid maternity leave
2184,3693048948,0,Tuition assistance
2185,3693048948,0,Pension plan
2186,3693048951,0,Medical insurance
2187,3693048951,0,Vision insurance
2188,3693048951,0,Dental insurance
2189,3693048951,0,401k
2190,3693048951,0,Disability insurance
2191,3693048951,0,Paid maternity leave
2192,3693048951,0,Paid paternity leave
2193,3693048957,0,Medical insurance
2194,3693048957,0,Vision insurance
2195,3693048957,0,Dental insurance
2196,3693048957,0,401k
2197,3693048969,1,Vision insurance
2198,3693048969,1,Disability insurance
2199,3693048995,0,Medical insurance
2200,3693048995,0,Vision insurance
2201,3693048995,0,Dental insurance
2202,3693048995,0,401k
2203,3693049009,1,401k
2204,3693049009,1,Commuter benefits
2205,3693049024,1,401k
2206,3693049080,0,Medical insurance
2207,3693049080,0,401k
2208,3693049110,0,Medical insurance
2209,3693049110,0,Vision insurance
2210,3693049110,0,Dental insurance
2211,3693049110,0,401k
2212,3693049115,0,Medical insurance
2213,3693049115,0,Vision insurance
2214,3693049115,0,Dental insurance
2215,3693049115,0,401k
2216,3693049115,0,Disability insurance
2217,3693049117,1,Dental insurance
2218,3693049117,1,Medical insurance
2219,3693049117,1,Vision insurance
2220,3693049135,0,Medical insurance
2221,3693049135,0,Vision insurance
2222,3693049135,0,Dental insurance
2223,3693049135,0,401k
2224,3693049158,0,Medical insurance
2225,3693049158,0,Vision insurance
2226,3693049158,0,Dental insurance
2227,3693049159,0,Medical insurance
2228,3693049159,0,Vision insurance
2229,3693049159,0,Dental insurance
2230,3693049159,0,401k
2231,3693049161,1,401k
2232,3693049176,0,Medical insurance
2233,3693049176,0,Vision insurance
2234,3693049176,0,Dental insurance
2235,3693049176,0,401k
2236,3693049181,1,Dental insurance
2237,3693049181,1,401k
2238,3693049197,1,Disability insurance
2239,3693049197,1,401k
2240,3693049199,0,Medical insurance
2241,3693049199,0,Vision insurance
2242,3693049199,0,Dental insurance
2243,3693049200,0,Medical insurance
2244,3693049200,0,Vision insurance
2245,3693049200,0,Dental insurance
2246,3693049200,0,Pension plan
2247,3693049200,0,Paid paternity leave
2248,3693049200,0,Tuition assistance
2249,3693049214,0,Medical insurance
2250,3693049214,0,Vision insurance
2251,3693049214,0,Dental insurance
2252,3693049214,0,401k
2253,3693049218,0,Medical insurance
2254,3693049218,0,Vision insurance
2255,3693049218,0,Dental insurance
2256,3693049218,0,401k
2257,3693049218,0,Paid paternity leave
2258,3693049218,0,Paid maternity leave
2259,3693049218,0,Disability insurance
2260,3693049229,1,401k
2261,3693049281,0,Medical insurance
2262,3693049281,0,Vision insurance
2263,3693049281,0,Dental insurance
2264,3693049281,0,401k
2265,3693049281,0,Paid maternity leave
2266,3693049281,0,Paid paternity leave
2267,3693049298,0,Medical insurance
2268,3693049298,0,Vision insurance
2269,3693049298,0,Dental insurance
2270,3693049298,0,401k
2271,3693049298,0,Paid paternity leave
2272,3693049298,0,Paid maternity leave
2273,3693049298,0,Child care support
2274,3693049298,0,Pension plan
2275,3693049298,0,Commuter benefits
2276,3693049298,0,Student loan assistance
2277,3693049298,0,Tuition assistance
2278,3693049298,0,Disability insurance
2279,3693049315,0,Medical insurance
2280,3693049315,0,Vision insurance
2281,3693049315,0,Dental insurance
2282,3693049315,0,401k
2283,3693049365,0,Medical insurance
2284,3693049365,0,Vision insurance
2285,3693049365,0,Dental insurance
2286,3693049365,0,401k
2287,3693049365,0,Disability insurance
2288,3693049369,1,401k
2289,3693049369,1,Vision insurance
2290,3693049369,1,Dental insurance
2291,3693049390,0,Medical insurance
2292,3693049390,0,Vision insurance
2293,3693049390,0,Dental insurance
2294,3693049409,1,401k
2295,3693049409,1,Tuition assistance
2296,3693049437,1,Pension plan
2297,3693049437,1,Disability insurance
2298,3693049437,1,401k
2299,3693049437,1,Dental insurance
2300,3693049437,1,Medical insurance
2301,3693049437,1,Vision insurance
2302,3693049440,1,401k
2303,3693049440,1,Dental insurance
2304,3693049440,1,Medical insurance
2305,3693049440,1,Vision insurance
2306,3693049458,0,Medical insurance
2307,3693049458,0,Vision insurance
2308,3693049458,0,Dental insurance
2309,3693049458,0,401k
2310,3693049467,1,401k
2311,3693049475,0,Medical insurance
2312,3693049475,0,Vision insurance
2313,3693049475,0,Dental insurance
2314,3693049475,0,401k
2315,3693049475,0,Child care support
2316,3693049475,0,Paid maternity leave
2317,3693049475,0,Paid paternity leave
2318,3693049475,0,Disability insurance
2319,3693049476,0,Medical insurance
2320,3693049476,0,Vision insurance
2321,3693049476,0,Dental insurance
2322,3693049476,0,401k
2323,3693049483,0,Medical insurance
2324,3693049483,0,Vision insurance
2325,3693049483,0,Dental insurance
2326,3693049483,0,401k
2327,3693049483,0,Paid paternity leave
2328,3693049483,0,Paid maternity leave
2329,3693049483,0,Commuter benefits
2330,3693049483,0,Disability insurance
2331,3693049518,0,Medical insurance
2332,3693049518,0,Vision insurance
2333,3693049518,0,Dental insurance
2334,3693049530,1,401k
2335,3693049542,0,Medical insurance
2336,3693049542,0,Vision insurance
2337,3693049542,0,Dental insurance
2338,3693049542,0,401k
2339,3693049579,1,Vision insurance
2340,3693049579,1,401k
2341,3693049603,1,401k
2342,3693049662,1,401k
2343,3693049666,1,401k
2344,3693049667,1,Tuition assistance
2345,3693049671,0,Medical insurance
2346,3693049671,0,Vision insurance
2347,3693049671,0,Dental insurance
2348,3693049671,0,401k
2349,3693049688,1,Pension plan
2350,3693049696,0,Medical insurance
2351,3693049696,0,Vision insurance
2352,3693049696,0,Dental insurance
2353,3693049696,0,401k
2354,3693049696,0,Disability insurance
2355,3693049706,0,Medical insurance
2356,3693049706,0,Vision insurance
2357,3693049706,0,Dental insurance
2358,3693049706,0,401k
2359,3693049708,1,401k
2360,3693049720,1,Vision insurance
2361,3693049726,1,Vision insurance
2362,3693049726,1,Commuter benefits
2363,3693049764,0,Medical insurance
2364,3693049764,0,Vision insurance
2365,3693049764,0,Dental insurance
2366,3693049764,0,401k
2367,3693049764,0,Student loan assistance
2368,3693049764,0,Paid maternity leave
2369,3693049764,0,Paid paternity leave
2370,3693049764,1,Disability insurance
2371,3693049768,1,401k
2372,3693049768,1,Dental insurance
2373,3693049768,1,Medical insurance
2374,3693049768,1,Vision insurance
2375,3693049802,1,Medical insurance
2376,3693049804,1,Medical insurance
2377,3693049826,1,401k
2378,3693049826,1,Vision insurance
2379,3693049836,1,Disability insurance
2380,3693049847,1,401k
2381,3693049880,0,Medical insurance
2382,3693049880,0,Vision insurance
2383,3693049880,0,Dental insurance
2384,3693049880,0,401k
2385,3693049893,1,401k
2386,3693049899,0,Medical insurance
2387,3693049899,0,Dental insurance
2388,3693049899,0,Vision insurance
2389,3693049901,0,Medical insurance
2390,3693049901,0,Vision insurance
2391,3693049901,0,Dental insurance
2392,3693049901,0,401k
2393,3693049901,0,Tuition assistance
2394,3693049907,0,Medical insurance
2395,3693049907,0,Vision insurance
